,net1 - training loss,net1 - training accuracy,net1 - testing accuracy,net2 - training loss,net2 - training accuracy,net2 - testing accuracy,net3 - training loss,net3 - training accuracy,net3 - testing accuracy,net4 - training loss,net4 - training accuracy,net4 - testing accuracy,net5 - training loss,net5 - training accuracy,net5 - testing accuracy,net6 - training loss,net6 - training accuracy,net6 - testing accuracy,net7 - training loss,net7 - training accuracy,net7 - testing accuracy,net8 - training loss,net8 - training accuracy,net8 - testing accuracy,net9 - training loss,net9 - training accuracy,net9 - testing accuracy,net10 - training loss,net10 - training accuracy,net10 - testing accuracy,net11 - training loss,net11 - training accuracy,net11 - testing accuracy,net12 - training loss,net12 - training accuracy,net12 - testing accuracy,net13 - training loss,net13 - training accuracy,net13 - testing accuracy,net14 - training loss,net14 - training accuracy,net14 - testing accuracy,net15 - training loss,net15 - training accuracy,net15 - testing accuracy
10,0.001968378,91.17642,87.80851,0.001516079,93.08245,88.93617,0.001019287,95.42377,88.75,0.000521544,97.956566,88.723404,0.000256112,99.03901,88.79256,0.002217798,90.07979,87.6117,0.00185558,91.364365,88.664894,0.001501856,92.91756,89.07447,0.000979423,95.610825,88.98404,0.000493828,98.08422,88.69149,0.002214441,90.03901,87.71809,0.001870738,91.16579,88.90958,0.001565464,92.44593,89.25,0.001242411,94.007095,89.34042,0.0008247,96.229614,89.00532
11,0.001876085,91.53547,88.12766,0.001426476,93.40426,88.760635,0.000890504,96.14273,89.085106,0.000431808,98.391846,89.11702,0.000226786,99.1844,89.09042,0.002121974,90.497345,87.71277,0.001777279,91.79079,88.59574,0.001402357,93.47873,89,0.000848774,96.31561,89.19149,0.0004037,98.4938,88.68617,0.002137311,90.247345,88.12766,0.001805388,91.477844,88.49468,0.001484779,92.77748,89.414894,0.001139074,94.57093,89.05319,0.000715139,96.80674,88.96809
12,0.001781857,91.9672,87.89893,0.001333281,93.872345,88.8883,0.000777976,96.77837,88.71277,0.000359985,98.67642,88.65426,0.000199184,99.321815,89.01596,0.002033428,90.92642,87.72872,0.001704673,92.04433,88.62766,0.001313719,93.8227,89.01596,0.000739077,96.90337,88.82979,0.000339158,98.78015,88.797874,0.002061584,90.58777,87.84574,0.001743658,91.75976,88.92553,0.001422972,93.124115,89.3617,0.001035269,95.10018,88.98404,0.000624482,97.255325,88.57447
13,0.001698984,92.323586,87.96277,0.001239628,94.3688,88.973404,0.000678495,97.26597,88.37234,0.00030355,98.95302,88.526596,0.000183105,99.37323,89.10107,0.001963338,91.231384,87.8883,0.001633382,92.43795,88.57447,0.001217261,94.38564,89.026596,0.000630088,97.48228,88.69149,0.000287368,98.999115,88.86702,0.001995161,90.92554,88.335106,0.001680916,91.98405,88.93617,0.001342536,93.538124,89.430855,0.000943203,95.594864,89.297874,0.000540547,97.77217,88.510635
14,0.001607263,92.86171,87.90958,0.001157324,94.75178,88.57447,0.000589851,97.65426,88.94681,0.00025961,99.16047,88.68617,0.000193977,99.344864,88.606384,0.001891848,91.39362,87.8883,0.001562114,92.80497,88.5,0.001127507,94.88121,88.70744,0.00054569,97.86703,88.93617,0.000248838,99.21721,88.856384,0.001926796,91.12944,88.43617,0.001623281,92.28901,88.92553,0.001268529,93.94592,88.952126,0.000843994,96.122345,88.952126,0.000478023,98.09575,88.73404
15,0.001532977,93.18174,87.680855,0.001068564,95.25001,88.79256,0.000512766,98.04344,88.819145,0.000242418,99.21543,88.77128,0.000338698,98.77748,87.930855,0.001813525,91.882095,87.6383,0.00148742,93.11082,88.74468,0.001042438,95.37589,88.89893,0.000466224,98.27128,88.74468,0.000221988,99.28724,88.59042,0.001860225,91.48228,88.32447,0.001563905,92.61348,88.55319,0.001191228,94.354614,89.45744,0.000757908,96.680855,89.14893,0.00048288,97.962776,88.42021
16,0.001454383,93.554085,88.1383,0.000986035,95.67908,88.53723,0.000454276,98.312065,88.569145,0.000210245,99.36703,88.64893,0.000398978,98.46011,88.59574,0.00174641,92.12324,88.202126,0.001426865,93.45479,88.84574,0.000959641,95.784584,88.723404,0.000415292,98.46011,88.664894,0.000205863,99.38476,88.67553,0.001806729,91.77926,88.297874,0.001503679,92.995575,88.69681,0.001117187,94.75089,89.13298,0.000692805,96.91845,88.64893,0.000469062,98.02926,88.24468
17,0.001387329,93.914894,88.07447,0.000908989,96.11968,88.739365,0.000396587,98.58511,88.77128,0.000200194,99.422874,88.55851,0.000306782,98.85905,88.585106,0.001682959,92.448586,88.21809,0.001355909,93.77749,88.77128,0.000874757,96.23582,88.74468,0.0003846,98.63564,88.53191,0.000222939,99.329796,88.430855,0.001746459,91.981384,88.10107,0.001449388,93.18352,89.05851,0.001042588,95.149826,88.96277,0.000618104,97.36968,89.07979,0.000479606,98.03103,88.62234
18,0.001316164,94.23671,87.75,0.000848969,96.38918,88.47872,0.000357533,98.73671,88.81383,0.000213882,99.37146,88.35107,0.000250678,99.15337,88.52128,0.001616558,92.76241,87.90958,0.001304196,94.04344,88.452126,0.000807311,96.58511,88.65958,0.000331636,98.87146,88.76596,0.000276201,99.10195,88.23404,0.001694151,92.20479,88.52128,0.001399324,93.458336,88.90958,0.000989097,95.35107,88.80319,0.000560947,97.648056,88.72872,0.000491953,97.92465,88.25
19,0.001242039,94.65249,87.77128,0.000783876,96.76242,88.59042,0.000320255,98.91579,88.76596,0.000187795,99.45746,88.40958,0.000154067,99.50798,88.73404,0.001554748,93.07447,88.1383,0.001232847,94.41402,88.74468,0.00073507,97.007095,88.46809,0.000306639,98.97784,88.643616,0.000307113,98.93174,88.547874,0.00162904,92.571815,88.55851,0.001344062,93.72873,89.047874,0.00092438,95.82979,88.84574,0.000506317,97.94238,88.77128,0.000442183,98.1844,88.46277
